City,Property Type,Period Begin,Period End,Median Sale Price (in 000's of dollars)
Bellevue,All Residential,5/1/15,5/31/15,655
Issaquah,All Residential,9/1/15,9/30/15,500
Kenmore,All Residential,10/1/15,10/31/15,482
Mercer Island,All Residential,11/1/15,11/30/15,975
Kent,All Residential,11/1/15,11/30/15,302
Bellevue,All Residential,12/1/15,12/31/15,660
Redmond,All Residential,3/1/16,3/31/16,645
Seattle,All Residential,5/1/16,5/31/16,563
Snoqualmie,All Residential,6/1/16,6/30/16,562
Kenmore,All Residential,7/1/16,7/31/16,475
Redmond,All Residential,7/1/16,7/31/16,684
Bothell,All Residential,9/1/16,9/30/16,499
Sammamish,All Residential,10/1/16,10/31/16,775
Kent,All Residential,10/1/16,10/31/16,339
Kirkland,All Residential,1/1/17,1/31/17,690
Bothell,All Residential,2/1/17,2/28/17,568
Redmond,All Residential,2/1/17,2/28/17,722
Sammamish,All Residential,2/1/17,2/28/17,825
Snoqualmie,All Residential,2/1/17,2/28/17,700
Bellevue,All Residential,3/1/17,3/31/17,884
Bellevue,All Residential,4/1/17,4/30/17,878
Kirkland,All Residential,7/1/17,7/31/17,740
Issaquah,All Residential,7/1/17,7/31/17,685
Bothell,All Residential,12/1/17,12/31/17,681
Kent,All Residential,12/1/17,12/31/17,410
Tacoma,All Residential,3/1/18,3/31/18,299
Bellevue,All Residential,3/1/18,3/31/18,945
Mercer Island,All Residential,3/1/18,3/31/18,"1,500"
Seattle,All Residential,5/1/18,5/31/18,746
Bellevue,All Residential,5/1/18,5/31/18,913
Issaquah,All Residential,6/1/18,6/30/18,800
Bellevue,All Residential,7/1/18,7/31/18,920
Bothell,All Residential,8/1/18,8/31/18,670
Issaquah,All Residential,12/1/18,12/31/18,780
Redmond,All Residential,9/1/19,9/30/19,867
Bothell,All Residential,2/1/10,2/28/10,340
Olympia,All Residential,3/1/10,3/31/10,248
Bellevue,All Residential,5/1/10,5/31/10,450
Issaquah,All Residential,9/1/10,9/30/10,420
Kent,All Residential,2/1/11,2/28/11,228
Sammamish,All Residential,7/1/11,7/31/11,547
Kent,All Residential,9/1/11,9/30/11,206
Redmond,All Residential,10/1/11,10/31/11,410
Kenmore,All Residential,10/1/11,10/31/11,317
Redmond,All Residential,12/1/11,12/31/11,468
Redmond,All Residential,2/1/12,2/29/12,377
Bellevue,All Residential,4/1/12,4/30/12,450
Issaquah,All Residential,4/1/12,4/30/12,398
Sammamish,All Residential,8/1/12,8/31/12,527
Sammamish,All Residential,3/1/13,3/31/13,581
Kent,All Residential,3/1/13,3/31/13,238
Kent,All Residential,4/1/13,4/30/13,250
Kenmore,All Residential,5/1/13,5/31/13,422
Snoqualmie,All Residential,6/1/13,6/30/13,470
Seattle,All Residential,7/1/13,7/31/13,429
Seattle,All Residential,10/1/13,10/31/13,419
Snoqualmie,All Residential,10/1/13,10/31/13,402
Kenmore,Condo/Co-op,3/1/10,3/31/10,153
Kent,Condo/Co-op,5/1/10,5/31/10,158
Tacoma,Condo/Co-op,7/1/10,7/31/10,196
Olympia,Condo/Co-op,10/1/10,10/31/10,102
Issaquah,Condo/Co-op,10/1/10,10/31/10,138
Kirkland,Condo/Co-op,3/1/11,3/31/11,203
Mercer Island,Condo/Co-op,7/1/11,7/31/11,180
Bothell,Condo/Co-op,7/1/11,7/31/11,215
Kirkland,Condo/Co-op,11/1/11,11/30/11,111
Seattle,Condo/Co-op,12/1/11,12/31/11,235
Kirkland,Condo/Co-op,5/1/12,5/31/12,215
Issaquah,Condo/Co-op,5/1/12,5/31/12,158
Seattle,Condo/Co-op,6/1/12,6/30/12,253
Issaquah,Condo/Co-op,1/1/13,1/31/13,161
Kirkland,Condo/Co-op,1/1/13,1/31/13,136
Kenmore,Condo/Co-op,10/1/13,10/31/13,240
Bellevue,Condo/Co-op,11/1/13,11/30/13,250
Redmond,Condo/Co-op,12/1/13,12/31/13,211
Kenmore,Condo/Co-op,2/1/14,2/28/14,158
Bellevue,Condo/Co-op,3/1/14,3/31/14,246
Bellevue,Condo/Co-op,4/1/14,4/30/14,254
Bellevue,Condo/Co-op,6/1/14,6/30/14,264
Mercer Island,Condo/Co-op,9/1/14,9/30/14,365
Issaquah,Condo/Co-op,10/1/14,10/31/14,230
Redmond,Condo/Co-op,10/1/14,10/31/14,208
Tacoma,Condo/Co-op,11/1/14,11/30/14,131
Redmond,Condo/Co-op,3/1/15,3/31/15,239
Seattle,Condo/Co-op,3/1/15,3/31/15,310
Bellevue,Condo/Co-op,5/1/15,5/31/15,316
Issaquah,Condo/Co-op,7/1/15,7/31/15,259
Seattle,Condo/Co-op,9/1/15,9/30/15,375
Bellevue,Condo/Co-op,9/1/15,9/30/15,299
Redmond,Condo/Co-op,10/1/15,10/31/15,250
Kent,Condo/Co-op,4/1/16,4/30/16,168
Bellevue,Condo/Co-op,7/1/16,7/31/16,330
Seattle,Condo/Co-op,8/1/16,8/31/16,433
Mercer Island,Condo/Co-op,10/1/16,10/31/16,493
Kenmore,Condo/Co-op,11/1/16,11/30/16,272
Bellevue,Condo/Co-op,3/1/17,3/31/17,393
Redmond,Condo/Co-op,4/1/17,4/30/17,360
Seattle,Condo/Co-op,5/1/17,5/31/17,440
Seattle,Condo/Co-op,6/1/17,6/30/17,455
Snoqualmie,Condo/Co-op,7/1/17,7/31/17,366
Kenmore,Condo/Co-op,8/1/17,8/31/17,318
Bothell,Condo/Co-op,10/1/17,10/31/17,309
Kenmore,Condo/Co-op,12/1/17,12/31/17,368
Kent,Condo/Co-op,2/1/18,2/28/18,240
Sammamish,Condo/Co-op,2/1/18,2/28/18,439
Redmond,Condo/Co-op,4/1/18,4/30/18,453
Mercer Island,Condo/Co-op,4/1/18,4/30/18,545
Bothell,Condo/Co-op,5/1/18,5/31/18,430
Issaquah,Condo/Co-op,5/1/18,5/31/18,415
Redmond,Condo/Co-op,9/1/18,9/30/18,425
Redmond,Condo/Co-op,10/1/18,10/31/18,355
Redmond,Condo/Co-op,3/1/19,3/31/19,364
Sammamish,Condo/Co-op,4/1/19,4/30/19,441
Sammamish,All Residential,9/1/10,9/30/10,520
Kenmore,All Residential,9/1/10,9/30/10,337
Mercer Island,All Residential,2/1/11,2/28/11,710
Tacoma,All Residential,3/1/11,3/31/11,160
Bothell,All Residential,7/1/11,7/31/11,308
Sammamish,All Residential,8/1/11,8/31/11,550
Sammamish,All Residential,10/1/11,10/31/11,515
Bellevue,All Residential,11/1/11,11/30/11,431
Kenmore,All Residential,12/1/11,12/31/11,353
Tacoma,All Residential,12/1/11,12/31/11,149
Kenmore,All Residential,1/1/12,1/31/12,305
Seattle,All Residential,2/1/12,2/29/12,320
Redmond,All Residential,5/1/12,5/31/12,444
Kent,All Residential,5/1/12,5/31/12,200
Kirkland,All Residential,6/1/12,6/30/12,384
Kent,All Residential,7/1/12,7/31/12,218
Snoqualmie,All Residential,9/1/12,9/30/12,396
Seattle,All Residential,9/1/12,9/30/12,368
Kent,All Residential,9/1/12,9/30/12,213
Bothell,All Residential,4/1/13,4/30/13,372
Redmond,All Residential,1/1/14,1/31/14,518
Kirkland,All Residential,6/1/14,6/30/14,505
Bothell,All Residential,6/1/14,6/30/14,439
Tacoma,All Residential,6/1/14,6/30/14,194
Kenmore,All Residential,7/1/14,7/31/14,390
Tacoma,All Residential,7/1/14,7/31/14,189
Kent,All Residential,10/1/14,10/31/14,258
Issaquah,All Residential,11/1/14,11/30/14,465
Redmond,All Residential,1/1/15,1/31/15,520
Bellevue,All Residential,2/1/15,2/28/15,596
Bothell,All Residential,3/1/15,3/31/15,455
Bellevue,All Residential,3/1/15,3/31/15,652
Issaquah,All Residential,5/1/15,5/31/15,545
Kent,All Residential,6/1/15,6/30/15,315
Bothell,All Residential,6/1/15,6/30/15,455
Bellevue,All Residential,1/1/16,1/31/16,600
Kent,All Residential,1/1/16,1/31/16,318
Redmond,All Residential,2/1/16,2/29/16,722
Kent,All Residential,7/1/16,7/31/16,333
Mercer Island,All Residential,9/1/16,9/30/16,"1,180"
Issaquah,All Residential,1/1/17,1/31/17,605
Seattle,All Residential,11/1/17,11/30/17,675
Kent,All Residential,4/1/18,4/30/18,420
Seattle,All Residential,7/1/18,7/31/18,723
Kirkland,All Residential,9/1/18,9/30/18,755
Kenmore,All Residential,9/1/18,9/30/18,607
Issaquah,All Residential,11/1/18,11/30/18,740
Kent,All Residential,2/1/19,2/28/19,410
Kent,All Residential,5/1/19,5/31/19,440
Bothell,All Residential,9/1/19,9/30/19,645
Mercer Island,All Residential,12/1/13,12/31/13,950
Bellevue,All Residential,4/1/14,4/30/14,550
Kirkland,All Residential,10/1/14,10/31/14,488
Mercer Island,All Residential,5/1/15,5/31/15,"1,117"
Sammamish,All Residential,7/1/15,7/31/15,718
Kent,All Residential,7/1/15,7/31/15,310
Bothell,All Residential,10/1/15,10/31/15,450
Bellevue,All Residential,11/1/15,11/30/15,589
Olympia,All Residential,12/1/15,12/31/15,257
Issaquah,All Residential,1/1/16,1/31/16,436
Mercer Island,All Residential,4/1/16,4/30/16,"1,150"
Mercer Island,All Residential,5/1/16,5/31/16,"1,260"
Issaquah,All Residential,8/1/16,8/31/16,605
Kent,All Residential,9/1/16,9/30/16,350
Kirkland,All Residential,10/1/16,10/31/16,607
Redmond,All Residential,11/1/16,11/30/16,700
Redmond,All Residential,1/1/17,1/31/17,720
Kent,All Residential,1/1/17,1/31/17,353
Kirkland,All Residential,6/1/17,6/30/17,700
Olympia,All Residential,8/1/17,8/31/17,303
Issaquah,All Residential,9/1/17,9/30/17,625
Kirkland,All Residential,11/1/17,11/30/17,675
Snoqualmie,All Residential,12/1/17,12/31/17,708
Olympia,All Residential,1/1/18,1/31/18,300
Olympia,All Residential,2/1/18,2/28/18,316
Seattle,All Residential,3/1/18,3/31/18,710
Tacoma,All Residential,4/1/18,4/30/18,295
Kenmore,All Residential,6/1/18,6/30/18,758
Sammamish,All Residential,6/1/18,6/30/18,950
Redmond,All Residential,7/1/18,7/31/18,883
Bothell,All Residential,9/1/18,9/30/18,646
Sammamish,All Residential,11/1/18,11/30/18,900
Kent,All Residential,3/1/19,3/31/19,420
Issaquah,All Residential,6/1/19,6/30/19,800
Bellevue,Multi-Family (2-4 Unit),1/1/10,1/31/10,820
Kent,Multi-Family (2-4 Unit),2/1/10,2/28/10,197
Bellevue,Multi-Family (2-4 Unit),3/1/11,3/31/11,821
Kent,Multi-Family (2-4 Unit),3/1/12,3/31/12,337
Kirkland,Multi-Family (2-4 Unit),7/1/12,7/31/12,668
Kenmore,Multi-Family (2-4 Unit),9/1/12,9/30/12,200
Seattle,Multi-Family (2-4 Unit),12/1/12,12/31/12,480
Seattle,Multi-Family (2-4 Unit),2/1/13,2/28/13,413
Seattle,Multi-Family (2-4 Unit),8/1/13,8/31/13,543
Seattle,Multi-Family (2-4 Unit),4/1/16,4/30/16,731
Olympia,Multi-Family (2-4 Unit),5/1/16,5/31/16,221
Issaquah,Multi-Family (2-4 Unit),1/1/17,1/31/17,640
Kenmore,Multi-Family (2-4 Unit),2/1/17,2/28/17,360
Kent,Multi-Family (2-4 Unit),3/1/17,3/31/17,333
Olympia,Multi-Family (2-4 Unit),1/1/18,1/31/18,370
Kirkland,Multi-Family (2-4 Unit),4/1/18,4/30/18,"1,919"
Seattle,Multi-Family (2-4 Unit),10/1/18,10/31/18,965
Seattle,Multi-Family (2-4 Unit),5/1/19,5/31/19,"1,231"
Kenmore,Condo/Co-op,2/1/10,2/28/10,110
Kent,Condo/Co-op,6/1/10,6/30/10,168
Redmond,Condo/Co-op,6/1/10,6/30/10,219
Mercer Island,Condo/Co-op,8/1/10,8/31/10,262
Mercer Island,Condo/Co-op,10/1/10,10/31/10,226
Bellevue,Condo/Co-op,12/1/10,12/31/10,213
Bothell,Condo/Co-op,1/1/11,1/31/11,113
Redmond,Condo/Co-op,3/1/11,3/31/11,212
Kent,Condo/Co-op,4/1/11,4/30/11,93
Kent,Condo/Co-op,9/1/11,9/30/11,95
Issaquah,Condo/Co-op,12/1/11,12/31/11,135
Kent,Condo/Co-op,2/1/12,2/29/12,70
Kent,Condo/Co-op,4/1/12,4/30/12,79
Kenmore,Condo/Co-op,7/1/12,7/31/12,138
Tacoma,Condo/Co-op,7/1/12,7/31/12,136
Seattle,Condo/Co-op,8/1/12,8/31/12,243
Bothell,Condo/Co-op,9/1/12,9/30/12,123
Redmond,Condo/Co-op,9/1/12,9/30/12,164
Kenmore,Condo/Co-op,10/1/12,10/31/12,129
Kirkland,Condo/Co-op,10/1/12,10/31/12,227
Tacoma,Condo/Co-op,4/1/13,4/30/13,182
Sammamish,Condo/Co-op,5/1/13,5/31/13,238
Kenmore,Condo/Co-op,7/1/13,7/31/13,175
Redmond,Condo/Co-op,8/1/13,8/31/13,215
Issaquah,Condo/Co-op,8/1/13,8/31/13,194
Bellevue,Condo/Co-op,10/1/13,10/31/13,289
Mercer Island,Condo/Co-op,1/1/14,1/31/14,447
Olympia,Condo/Co-op,2/1/14,2/28/14,88
Seattle,Condo/Co-op,6/1/14,6/30/14,302
Redmond,Condo/Co-op,9/1/14,9/30/14,200
Issaquah,Condo/Co-op,4/1/15,4/30/15,230
Sammamish,Condo/Co-op,8/1/15,8/31/15,290
Kent,Condo/Co-op,1/1/16,1/31/16,163
Kenmore,Condo/Co-op,3/1/16,3/31/16,241
Kenmore,Condo/Co-op,8/1/16,8/31/16,258
Sammamish,Condo/Co-op,1/1/17,1/31/17,360
Seattle,Condo/Co-op,3/1/17,3/31/17,424
Snoqualmie,Condo/Co-op,6/1/17,6/30/17,410
Seattle,Condo/Co-op,7/1/17,7/31/17,453
Redmond,Condo/Co-op,10/1/17,10/31/17,401
Kenmore,Condo/Co-op,11/1/17,11/30/17,379
Issaquah,Condo/Co-op,3/1/18,3/31/18,389
Kent,Condo/Co-op,3/1/18,3/31/18,260
Olympia,Condo/Co-op,8/1/18,8/31/18,169
Mercer Island,Condo/Co-op,9/1/18,9/30/18,582
Issaquah,Condo/Co-op,11/1/18,11/30/18,422
Sammamish,Condo/Co-op,12/1/18,12/31/18,406
Seattle,Condo/Co-op,2/1/19,2/28/19,425
Olympia,Condo/Co-op,2/1/19,2/28/19,265
Redmond,Condo/Co-op,7/1/19,7/31/19,365
Sammamish,Condo/Co-op,9/1/19,9/30/19,375
Olympia,Multi-Family (2-4 Unit),4/1/10,4/30/10,170
Seattle,Multi-Family (2-4 Unit),2/1/11,2/28/11,462
Seattle,Multi-Family (2-4 Unit),9/1/12,9/30/12,595
Olympia,Multi-Family (2-4 Unit),12/1/13,12/31/13,263
Olympia,Multi-Family (2-4 Unit),8/1/14,8/31/14,216
Bellevue,Multi-Family (2-4 Unit),5/1/15,5/31/15,725
Bothell,Multi-Family (2-4 Unit),7/1/15,7/31/15,610
Issaquah,Multi-Family (2-4 Unit),9/1/16,9/30/16,500
Bothell,Multi-Family (2-4 Unit),2/1/18,2/28/18,703
Tacoma,Multi-Family (2-4 Unit),3/1/18,3/31/18,365
Redmond,Multi-Family (2-4 Unit),2/1/19,2/28/19,880
Bothell,Condo/Co-op,1/1/10,1/31/10,265
Kent,Condo/Co-op,4/1/10,4/30/10,209
Kirkland,Condo/Co-op,8/1/10,8/31/10,340
Seattle,Condo/Co-op,12/1/10,12/31/10,248
Kenmore,Condo/Co-op,3/1/11,3/31/11,100
Bothell,Condo/Co-op,3/1/11,3/31/11,146
Kirkland,Condo/Co-op,6/1/11,6/30/11,235
Bothell,Condo/Co-op,2/1/12,2/29/12,101
Issaquah,Condo/Co-op,4/1/12,4/30/12,145
Kent,Condo/Co-op,5/1/12,5/31/12,83
Issaquah,Condo/Co-op,6/1/12,6/30/12,161
Mercer Island,Condo/Co-op,8/1/12,8/31/12,309
Seattle,Condo/Co-op,2/1/13,2/28/13,256
Kirkland,Condo/Co-op,2/1/13,2/28/13,175
Sammamish,Condo/Co-op,4/1/13,4/30/13,174
Kenmore,Condo/Co-op,5/1/13,5/31/13,302
Issaquah,Condo/Co-op,10/1/13,10/31/13,180
Olympia,Condo/Co-op,10/1/13,10/31/13,115
Seattle,Condo/Co-op,2/1/15,2/28/15,304
Bellevue,Condo/Co-op,6/1/15,6/30/15,350
Kenmore,Condo/Co-op,7/1/15,7/31/15,229
Snoqualmie,Condo/Co-op,10/1/15,10/31/15,315
Kent,Condo/Co-op,11/1/15,11/30/15,155
Redmond,Condo/Co-op,6/1/16,6/30/16,273
Issaquah,Condo/Co-op,9/1/16,9/30/16,335
Seattle,Condo/Co-op,10/1/17,10/31/17,461
Issaquah,Condo/Co-op,1/1/18,1/31/18,370
Seattle,Condo/Co-op,1/1/18,1/31/18,475
Redmond,Condo/Co-op,3/1/18,3/31/18,417
Kirkland,Condo/Co-op,6/1/18,6/30/18,420
Issaquah,Condo/Co-op,7/1/18,7/31/18,373
Mercer Island,Condo/Co-op,8/1/18,8/31/18,395
Mercer Island,Condo/Co-op,2/1/19,2/28/19,389
Seattle,Condo/Co-op,3/1/19,3/31/19,478
Kenmore,Condo/Co-op,7/1/19,7/31/19,250
Issaquah,Condo/Co-op,7/1/19,7/31/19,362
Bothell,Condo/Co-op,8/1/19,8/31/19,551
Seattle,Single Family Residential,1/1/10,1/31/10,396
Mercer Island,Single Family Residential,1/1/10,1/31/10,735
Bothell,Single Family Residential,6/1/10,6/30/10,379
Issaquah,Single Family Residential,11/1/10,11/30/10,480
Bellevue,Single Family Residential,1/1/11,1/31/11,467
Olympia,Single Family Residential,3/1/11,3/31/11,231
Redmond,Single Family Residential,4/1/11,4/30/11,451
Bothell,Single Family Residential,10/1/11,10/31/11,315
Redmond,Single Family Residential,10/1/11,10/31/11,500
Sammamish,Single Family Residential,10/1/11,10/31/11,529
Sammamish,Single Family Residential,12/1/11,12/31/11,533
Redmond,Single Family Residential,8/1/12,8/31/12,563
Issaquah,Single Family Residential,9/1/12,9/30/12,491
Issaquah,Single Family Residential,12/1/12,12/31/12,585
Kenmore,Single Family Residential,9/1/13,9/30/13,478
Seattle,Single Family Residential,2/1/14,2/28/14,474
Redmond,Single Family Residential,3/1/14,3/31/14,684
Sammamish,Single Family Residential,5/1/14,5/31/14,698
Redmond,Single Family Residential,9/1/14,9/30/14,673
Kent,Single Family Residential,5/1/15,5/31/15,328
Issaquah,Single Family Residential,10/1/15,10/31/15,720
Seattle,Single Family Residential,4/1/16,4/30/16,630
Redmond,Single Family Residential,4/1/16,4/30/16,750
Sammamish,Single Family Residential,6/1/16,6/30/16,804
Snoqualmie,Single Family Residential,6/1/16,6/30/16,597
Kirkland,Single Family Residential,5/1/17,5/31/17,790
Issaquah,Single Family Residential,9/1/17,9/30/17,835
Olympia,Single Family Residential,10/1/17,10/31/17,304
Kenmore,Single Family Residential,1/1/18,1/31/18,750
Olympia,Single Family Residential,3/1/18,3/31/18,323
Bellevue,Single Family Residential,5/1/18,5/31/18,"1,325"
Olympia,Single Family Residential,1/1/19,1/31/19,326
Kent,Single Family Residential,2/1/19,2/28/19,458
Olympia,Single Family Residential,3/1/19,3/31/19,340
Sammamish,Single Family Residential,3/1/19,3/31/19,975
Kirkland,Single Family Residential,5/1/19,5/31/19,995
Seattle,Single Family Residential,5/1/19,5/31/19,790
Tacoma,Single Family Residential,8/1/19,8/31/19,325
Bellevue,Single Family Residential,8/1/19,8/31/19,"1,083"
Tacoma,Multi-Family (2-4 Unit),2/1/10,2/28/10,156
Seattle,Multi-Family (2-4 Unit),10/1/11,10/31/11,465
Issaquah,Multi-Family (2-4 Unit),3/1/12,3/31/12,355
Kent,Multi-Family (2-4 Unit),6/1/12,6/30/12,165
Tacoma,Multi-Family (2-4 Unit),11/1/12,11/30/12,155
Seattle,Multi-Family (2-4 Unit),12/1/14,12/31/14,506
Kirkland,Multi-Family (2-4 Unit),10/1/15,10/31/15,"1,170"
Seattle,Multi-Family (2-4 Unit),12/1/16,12/31/16,800
Bellevue,Multi-Family (2-4 Unit),6/1/17,6/30/17,920
Olympia,Multi-Family (2-4 Unit),7/1/18,7/31/18,300
Tacoma,Multi-Family (2-4 Unit),9/1/19,9/30/19,412
Sammamish,Townhouse,1/1/10,1/31/10,358
Kenmore,Townhouse,3/1/10,3/31/10,269
Snoqualmie,Townhouse,5/1/10,5/31/10,281
Bellevue,Townhouse,9/1/10,9/30/10,319
Redmond,Townhouse,9/1/10,9/30/10,325
Seattle,Townhouse,10/1/10,10/31/10,350
Bellevue,Townhouse,6/1/11,6/30/11,339
Redmond,Townhouse,8/1/11,8/31/11,312
Sammamish,Townhouse,11/1/11,11/30/11,213
Tacoma,Townhouse,2/1/12,2/29/12,130
Kirkland,Townhouse,4/1/12,4/30/12,255
Kent,Townhouse,5/1/12,5/31/12,112
Sammamish,Townhouse,1/1/13,1/31/13,419
Issaquah,Townhouse,2/1/13,2/28/13,302
Bothell,Townhouse,2/1/13,2/28/13,270
Sammamish,Townhouse,6/1/13,6/30/13,355
Seattle,Townhouse,7/1/13,7/31/13,410
Bellevue,Townhouse,11/1/13,11/30/13,318
Bothell,Townhouse,10/1/14,10/31/14,326
Sammamish,Townhouse,1/1/15,1/31/15,345
Kent,Townhouse,1/1/16,1/31/16,229
Tacoma,Townhouse,3/1/16,3/31/16,236
Sammamish,Townhouse,7/1/16,7/31/16,465
Issaquah,Townhouse,7/1/16,7/31/16,441
Olympia,Townhouse,7/1/16,7/31/16,229
Snoqualmie,Townhouse,8/1/16,8/31/16,328
Sammamish,Townhouse,11/1/16,11/30/16,511
Kirkland,Townhouse,12/1/16,12/31/16,493
Redmond,Townhouse,1/1/17,1/31/17,451
Bellevue,Townhouse,5/1/17,5/31/17,630
Seattle,Townhouse,5/1/17,5/31/17,636
Tacoma,Townhouse,7/1/17,7/31/17,240
Kirkland,Townhouse,1/1/18,1/31/18,533
Kent,Townhouse,1/1/18,1/31/18,247
Kent,Townhouse,4/1/18,4/30/18,324
Kenmore,Townhouse,6/1/18,6/30/18,675
Redmond,Townhouse,8/1/18,8/31/18,660
Redmond,Townhouse,2/1/19,2/28/19,711
Kirkland,Townhouse,7/1/19,7/31/19,630
Bothell,Townhouse,8/1/19,8/31/19,510
Olympia,Townhouse,9/1/19,9/30/19,390
Seattle,Single Family Residential,2/1/10,2/28/10,397
Kirkland,Single Family Residential,3/1/10,3/31/10,460
Issaquah,Single Family Residential,3/1/10,3/31/10,488
Kent,Single Family Residential,6/1/10,6/30/10,270
Seattle,Single Family Residential,11/1/10,11/30/10,405
Kent,Single Family Residential,12/1/10,12/31/10,250
Issaquah,Single Family Residential,1/1/11,1/31/11,460
Kenmore,Single Family Residential,3/1/11,3/31/11,330
Seattle,Single Family Residential,5/1/11,5/31/11,396
Kenmore,Single Family Residential,6/1/11,6/30/11,357
Snoqualmie,Single Family Residential,9/1/11,9/30/11,417
Seattle,Single Family Residential,1/1/12,1/31/12,350
Issaquah,Single Family Residential,1/1/12,1/31/12,445
Kenmore,Single Family Residential,1/1/12,1/31/12,313
Mercer Island,Single Family Residential,4/1/12,4/30/12,850
Bothell,Single Family Residential,5/1/12,5/31/12,332
Bothell,Single Family Residential,6/1/12,6/30/12,342
Kirkland,Single Family Residential,7/1/12,7/31/12,434
Tacoma,Single Family Residential,11/1/12,11/30/12,162
Kent,Single Family Residential,12/1/12,12/31/12,278
Bothell,Single Family Residential,1/1/14,1/31/14,461
Snoqualmie,Single Family Residential,1/1/14,1/31/14,395
Kent,Single Family Residential,3/1/14,3/31/14,269
Kenmore,Single Family Residential,5/1/14,5/31/14,431
Snoqualmie,Single Family Residential,10/1/14,10/31/14,461
Issaquah,Single Family Residential,2/1/15,2/28/15,604
Issaquah,Single Family Residential,5/1/15,5/31/15,639
Olympia,Single Family Residential,7/1/15,7/31/15,264
Tacoma,Single Family Residential,11/1/15,11/30/15,215
Kirkland,Single Family Residential,4/1/16,4/30/16,650
Mercer Island,Single Family Residential,4/1/16,4/30/16,"1,255"
Tacoma,Single Family Residential,7/1/16,7/31/16,242
Bellevue,Single Family Residential,10/1/16,10/31/16,901
Sammamish,Single Family Residential,11/1/16,11/30/16,898
Seattle,Single Family Residential,1/1/17,1/31/17,599
Kirkland,Single Family Residential,3/1/17,3/31/17,833
Kirkland,Single Family Residential,4/1/17,4/30/17,791
Seattle,Single Family Residential,5/1/17,5/31/17,750
Seattle,Single Family Residential,7/1/17,7/31/17,741
Kirkland,Single Family Residential,9/1/17,9/30/17,810
Kenmore,Single Family Residential,5/1/18,5/31/18,790
Bellevue,Single Family Residential,6/1/18,6/30/18,"1,250"
Tacoma,Single Family Residential,8/1/18,8/31/18,315
Issaquah,Single Family Residential,10/1/18,10/31/18,900
Bellevue,Single Family Residential,10/1/18,10/31/18,"1,110"
Tacoma,Single Family Residential,11/1/18,11/30/18,300
Mercer Island,Single Family Residential,12/1/18,12/31/18,"2,316"
Issaquah,Single Family Residential,4/1/19,4/30/19,950
Olympia,Single Family Residential,6/1/19,6/30/19,365
Redmond,Single Family Residential,8/1/19,8/31/19,949
Olympia,Single Family Residential,9/1/19,9/30/19,364
Bothell,Single Family Residential,9/1/19,9/30/19,690
Snoqualmie,Single Family Residential,6/1/10,6/30/10,475
Seattle,Single Family Residential,7/1/10,7/31/10,435
Kent,Single Family Residential,9/1/10,9/30/10,265
Kent,Single Family Residential,10/1/10,10/31/10,253
Kenmore,Single Family Residential,4/1/11,4/30/11,425
Tacoma,Single Family Residential,9/1/11,9/30/11,150
Olympia,Single Family Residential,9/1/11,9/30/11,231
Bellevue,Single Family Residential,1/1/12,1/31/12,550
Issaquah,Single Family Residential,3/1/12,3/31/12,491
Bellevue,Single Family Residential,4/1/12,4/30/12,575
Tacoma,Single Family Residential,7/1/12,7/31/12,160
Bellevue,Single Family Residential,8/1/12,8/31/12,612
Sammamish,Single Family Residential,4/1/13,4/30/13,636
Redmond,Single Family Residential,5/1/13,5/31/13,569
Kent,Single Family Residential,5/1/13,5/31/13,250
Sammamish,Single Family Residential,6/1/13,6/30/13,645
Kenmore,Single Family Residential,6/1/13,6/30/13,469
Tacoma,Single Family Residential,7/1/13,7/31/13,172
